,ID,creator,current_location,description,object_category,object_name,production_date_end,production_date_start,production_place
632,2017.4011.6,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
633,2017.4011.7,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
634,2017.4011.8,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
635,2017.4011.9,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
636,2017.4011.11,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
637,2017.4011.12,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
638,2017.4011.13,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
639,2017.4011.14,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
640,2017.4011.15,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic bowl with scalloped edges. The dish has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the bowl it says in red lettering  ""Haviland & Co Limoges, made for the shop Henry Greene and sons, 153, Cannon Street, London"" and in green lettering ""H & Co L France"".","Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
641,2017.4011.17,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic round plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Plate,1929,1900,Unknown
642,2017.4011.19,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic round plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Plate,1929,1900,Unknown
643,2017.4011.20,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic round plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Plate,1929,1900,Unknown
644,2017.4011.21,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic round plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Plate,1929,1900,Unknown
645,2017.4011.22,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic round plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Plate,1929,1900,Unknown
646,2017.4011.23,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic round plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Plate,1929,1900,Unknown
647,2017.4011.24,Haviland & Co Limoges,Hill House / Kitchen,"A ceramic round plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Plate,1929,1900,Unknown
648,2017.4011.30,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
649,2017.4011.33,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
650,2017.4011.34,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
651,2017.4011.35,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
652,2017.4011.36,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
653,2017.4011.37,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
654,2017.4011.39,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
655,2017.4011.40,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
656,2017.4011.41,Haviland & Co Limoges,Hill House / Flower Pantry / Cupboard 2017.4032.2,"A ceramic round side plate with scalloped edges. The plate has a decoration of gold details, violets sprigs and gold sprayed on cream ground. On the bottom of the plate it says ""Haviland France"" in green lettering and ""Made in France for James Green and Nephew, 102. Queen Victoria Street, London, Frank Haviland, Paris-Limoges"" in red lettering.","Cooking, Dining and Drinking",Side Plate,1929,1900,Unknown
657,2017.4012,Unknown,Hill House / Butler's Pantry,Copper kettle with a cone shaped body and spout angled at 45 degrees. The kettle has a square flat copper handle on top and a separate round lid with a round metal finial.,"Cooking, Dining and Drinking",Kettle,1929,1900,Unknown
658,2017.4013,Helpmate,Hill House / See Separate Records for Locations of Parts,"A set of 5 aluminium jelly moulds of various sizes and shapes. On the side they all have the maker's mark engraved in an oval shape: ""Helpmate made in England"".","Cooking, Dining and Drinking",Jelly Mould,1929,1900,Unknown
659,2017.4013.1,Helpmate,Hill House / Butler's Pantry,"Aluminium jelly mould with a cylindrical fluted body and a round base. ""Helpmate made in England"" is engraved on one side in an oval shape.","Cooking, Dining and Drinking",Jelly Mould,1929,1900,Unknown
660,2017.4013.2,Helpmate,Hill House / Butler's Pantry,"Aluminium jelly mould with a cylindrical fluted body and a round base. ""Helpmate made in England"" is engraved on one side in an oval shape.","Cooking, Dining and Drinking",Jelly Mould,1929,1900,Unknown
661,2017.4013.3,Helpmate,Hill House / Butler's Pantry,"Aluminium jelly mould with a cylindrical fluted body and a round base. ""Helpmate made in England"" is engraved on one side in an oval shape.","Cooking, Dining and Drinking",Jelly Mould,1929,1900,Unknown
662,2017.4013.4,Helpmate,Hill House / Butler's Pantry,"Aluminium jelly mould with a cylindrical fluted body and a round base. ""Helpmate made in England"" is engraved on one side in an oval shape.","Cooking, Dining and Drinking",Jelly Mould,1929,1900,Unknown
663,2017.4013.5,Helpmate,Hill House / Butler's Pantry,"Aluminium jelly mould with a cylindrical fluted body and a round base. ""Helpmate made in England"" is engraved on one side in an oval shape.","Cooking, Dining and Drinking",Jelly Mould,1929,1900,Unknown
664,2017.4014,Tala,Hill House / Butler's Pantry,"A metal flour sifter with wire handle. The flour sifter has a round body and a fine metal net attached at the bottom. ""Tala made in England"" is embossed on one of the sides.","Cooking, Dining and Drinking",Flour Sifter,1929,1900,Unknown
665,2017.4015,Unknown,Hill House / See Separate Records for Locations of Parts,Set of two metal tin pastry cutters. Each of the pastry cutters is round with a flat round handle.,"Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
666,2017.4015.1,Unknown,Hill House / Butler's Pantry,One of a set of two round metal pastry cutters with handle.,"Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
667,2017.4015.2,Unknown,Hill House / Butler's Pantry,One of a set of two round metal pastry cutters with handle.,"Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
668,2017.4016,Unknown,Hill House / See Separate Records for Locations of Parts,"A round metal tin containing four metal, round pastry cutters of various sizes. On the lid of the tin there is a diamond shaped white paper label ""Tala 7 Crinkle Pastry Cutter 962"".","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
669,2017.4016.1,Unknown,Hill House / Butler's Pantry,"A round metal tin to house pastry cutters with a diamond shaped white paper label on the lid which reads ""TALA 7 CRINKLED PASTRY CUTTERS 962"".","Cooking, Dining and Drinking",Tin,1929,1900,Unknown
670,2017.4016.2,Unknown,Hill House / Butler's Pantry,"A metal pastry cutter, part of a set of five with a round brim and crimped edge for cutting.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
671,2017.4016.3,Unknown,Hill House / Butler's Pantry,"A metal pastry cutter, part of a set of five with a round brim and crimped edge for cutting.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
672,2017.4016.4,Unknown,Hill House / Butler's Pantry,"A metal pastry cutter, part of a set of five with a round brim and crimped edge for cutting.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
673,2017.4016.5,Unknown,Hill House / Butler's Pantry,"A metal pastry cutter, part of a set of five with a round brim and crimped edge for cutting.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
674,2017.4017,Unknown,Hill House / See Separate Records for Locations of Parts,"A round metal tin containing six round metal pastry cutters in various sizes. On the lid of the tin there is a diamond shaped blue paper label ""Tala 6 Plain Pastry Cutter 961"" in white.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
675,2017.4017.1,Tala Cookware,Hill House / Butler's Pantry,"A round metal tin with lid part of a set that includes six pastry cutters. On the lid there is a diamond shaped blue paper label "" Tala 6 Plain Pastry Cutter 961"" in white lettering.","Cooking, Dining and Drinking",Box,1929,1900,Unknown
676,2017.4017.2,Tala Cookware,Hill House / Butler's Pantry,"A metal round pastry cutter part of a set of six, with brim on one edge.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
677,2017.4017.3,Tala Cookware,Hill House / Butler's Pantry,"A metal round pastry cutter part of a set of six, with brim on one edge.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
678,2017.4017.4,Tala Cookware,Hill House / Butler's Pantry,"A metal round pastry cutter part of a set of six, with brim on one edge.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
679,2017.4017.5,Tala Cookware,Hill House / Butler's Pantry,"A metal round pastry cutter part of a set of six, with brim on one edge.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
680,2017.4017.6,Tala Cookware,Hill House / Butler's Pantry,"A metal round pastry cutter part of a set of six, with brim on one edge.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
681,2017.4017.7,Tala Cookware,Hill House / Butler's Pantry,"A metal round pastry cutter part of a set of six, with brim on one edge.","Cooking, Dining and Drinking",Pastry Cutter,1929,1900,Unknown
682,2017.4018,Unknown,Hill House / Butler's Pantry,"A wooden egg rack light in colour. The rack has a rectangular flat shape, with 24 holes for eggs and two curved legs.","Cooking, Dining and Drinking",Egg Rack,1929,1900,Unknown
683,2017.4019,Unknown,Hill House / Butler's Pantry,A wooden rolling pin with turned handles on each end.,"Cooking, Dining and Drinking",Rolling Pin,1929,1900,Unknown
684,2017.402,Unknown,Hill House / Butler's Pantry,A meat tenderiser made of wood with a long round wooden handle. The head of the tenderiser is square with multiple spikes.,"Cooking, Dining and Drinking",Tenderiser,1929,1900,Unknown
685,2017.4021,Unknown,Hill House / Butler's Pantry,A potato masher carved in dark coloured wood. The handle has a round finial and a cord attached at the top. The head is bell shaped.,"Cooking, Dining and Drinking",Potato Masher,1929,1900,Unknown
686,2017.4022,Unknown,Hill House / Butler's Pantry,A potato masher carved in light coloured wood. The handle has a round finial and the head is bell shaped.,"Cooking, Dining and Drinking",Potato Masher,1929,1900,Unknown
687,2017.4023,Unknown,Hill House / Butler's Pantry,A metal tin serving spoon with long handle with a hole punched on one end and shallow bowl. It is stamped W.B.W. on the reverse of handle.,"Cooking, Dining and Drinking",Serving Spoon,1929,1900,Unknown
688,2017.4024,Unknown,Hill House / Butler's Pantry,"A stoneware jar with a cylindrical body and brimmed lip. The jar has a double groove decoration around the neck and the Maker's mark ""F V F G"" on bottom.","Cooking, Dining and Drinking",Jar,1929,1900,Unknown
689,2017.4025,Unknown,Hill House / Butler's Pantry,"A wooden spurtle with a round body and thistle shaped finial at one end, the other end is rounded.","Cooking, Dining and Drinking",Spurtle,1929,1900,Unknown
690,2017.4026,Unknown,Hill House / Butler's Pantry,A wooden spoon with round long handle with almond shaped carved finial and a flat oval bowl.,"Cooking, Dining and Drinking",Spoon,1929,1900,Unknown
691,2017.4027,Unknown,Hill House / Butler's Pantry,"A wooden butter pat in the shape of  s spatula with a round  handle. The body of the spatula is flat and rectangular, one of the surfaces is corrugated.","Cooking, Dining and Drinking",Butter pat,1929,1900,Unknown
692,2017.4028,Unknown,Hill House / Butler's Pantry,A wooden spoon with a round handle with a round end and flat bowl.,"Cooking, Dining and Drinking",Spoon,1929,1900,Unknown
693,2017.4029,Unknown,Hill House / Butler's Pantry,Wooden spoon with round handle with a round end and a rounded flat bowl.,"Cooking, Dining and Drinking",Spoon,1929,1900,Unknown
694,2017.403,Unknown,Hill House / Butler's Pantry,A wooden curved butter scoop with a flat handle and a corrugated surface.,"Cooking, Dining and Drinking",Butter Scoop,1929,1900,Unknown
695,2017.4031,Unknown,Hill House / Butler's Pantry,A round clear glass bowl with scalloped edges and a tear shaped relief decoration.,"Cooking, Dining and Drinking",Bowl,1929,1900,Unknown
696,2017.4033,"Mackintosh, Charles Rennie",Hill House / Kitchen,"A fitted unit made of wood painted in pale green. The top portion of the unit  is a china rack which divides in to three sections with three shelves each. The vertical panels dividing the sections have a cut out tear drop decoration. The bottom portion consists of a work bench made of unvarnished wood, and has four drawers with metal handles and a shelf running along the botttom.",Furniture and Furnishings,Cupboard,1929,1900,Unknown
697,2017.4034,Unknown,Hill House / Kitchen,A square wall cupboard made of wood and painted light green. The cupboard consists of two cabinets with two doors each and three shelves in each cabinet. The doors have three vertical glass panels each.,Furniture and Furnishings,Wall Cupboard,0000,0000,Unknown
698,2017.4035.1,Unknown,Hill House / Kitchen / Cupboard 2017.4034,"White ceramic jug with oval body, scalloped edge, curved handle and raised foot. Decorated with painted pink roses and gold flourishes.","Cooking, Dining and Drinking",Jug,1929,1900,Unknown
699,2017.4035.2,Unknown,Hill House / Kitchen / Cupboard 2017.4034,"White ceramic jug with oval body, scalloped edge, curved handle and raised foot. Decorated with painted violets and gold flourishes.","Cooking, Dining and Drinking",Jug,1929,1900,Unknown
700,2017.4036,Unknown,Hill House / Butler's Pantry,An oval ceramic serving dish with curved edges. The dish has a blue botanical decoration around the edges on white ground and an asian scene in the middle.,"Cooking, Dining and Drinking",Serving Dish,1899,1800,Unknown
701,2017.4037,Unknown,Hill House / Kitchen / Cupboard 2017.4034,"A cream ceramic jug with a tapered neck, conic body and looped handle. The rim of the jug is painted green and there is a painted floral and fern decoration on the front. The inside of the jug is a terracotta colour.","Cooking, Dining and Drinking",Jug,1899,1800,Unknown
702,2017.4038,Unknown,Hill House / Dining Room,A floor lamp decorated in the Art Nouveau manner. The circular domed base is painted with flowers and butterflies on a black ground within a gold and black striped border. The base of the baluster and the column are similarly decorated. The lamp stands on three pad feet and is fitted for electricity. The cone shade is made from cream fabric.,Furniture and Furnishings,Lamp,1920,1920,Unknown
703,2017.4039,Unknown,Hill House / Lower Hall,A fluted ceramic vase  with a round base and a raised rim. The vase has blue decoration of asian isnpiration  on white ground and a blue rim.,Decorative Arts,Vase,1899,1800,Unknown
704,2017.404,"Mackintosh, Charles Rennie",Holidays / Hill House,"A fitted bookcase unit designed by Charles Rennie Mackintosh made of dark painted wood and vertical panels at the back. The top part is composed of three shelves divided by a middle vertical panel and the bottom part comprises four cupboards, all with two doors except one that has one door only.",Furniture and Furnishings,Bookcase,1999,1900,Unknown
705,2017.4041,"Mackintosh, Charles Rennie",Holidays / Hill House,A side cabinet made of dark painted wood designed by Charles Rennie MacKintosh which is fitted to the wall.  The top part of the cabinet has a top shelf connected to a work top divided in three by triangular wooden panels. On either end of the top part there is a square cupboard with two doors with square glass panels. The bottom part of the cabinet has two cupboards with two doors each and a metal square locker fitted to each of the doors. At one end of the side cabinet there are twelve square compartments and on the side there are nine square compartments.,Furniture and Furnishings,Side Cabinet,1999,1900,Unknown
706,2017.4042,Unknown,Holidays / Hill House,"A square-backed armchair with curved back with multiple spindles, woven wicker seat and square tapering legs which are joined by stretchers.",Furniture and Furnishings,Armchair,1999,1900,Unknown
707,2017.4043,Unknown,Hill House / Drawing Room,A white metal fire poker with a multifaceted and doomed end.,Fire and Fireplace,Poker,0000,0000,Unknown
708,2017.4044,"MacDonald, Margaret",Hill House / Drawing Room,"Copy of an antimacassar designed by Margaret MaDonald consisting of two rectangles joined togehter  by two ribbons to hang over the back of the settee, black background with white spot, centre portion brown background with black spot, and ying and yang motif in the centre, formed from cotton and silk knots with applique cotton, satin and velvet, silk and satin ribbon, silk braid tacked onto loose weave cotton mount and on cream cotton covered board, mounted on cream fabric board.",Household Textiles,Antimacassar,0000,0000,Unknown
709,2017.4045.1,"MacDonald, Margaret",Hill House / Drawing Room,One of a  set of two copies of antimacassar designed by Margaret Macdonald consisting of a padded oval shape covered in green velvet with geometrical silk decoration with blue oval glass beads attached to 2 stripes of cotton.,Household Textiles,Antimacassar,1929,1900,Unknown
710,2017.4045.2,"MacDonald, Margaret",Hill House / Drawing Room,One of a  set of two copies of antimacassar designed by Margaret Macdonald consisting of a padded oval shape covered in green velvet with geometrical silk decoration with blue oval glass beads attached to 2 stripes of cotton.,Household Textiles,Antimacassar,1929,1900,Unknown
711,2017.4045.3,"MacDonald, Margaret",Hill House / Upper Hall / Linen Cupboard A / Shelf 2,One of a  set of two copies of antimacassar designed by Margaret Macdonald consisting of a padded oval shape covered in green velvet with geometrical silk decoration with blue oval glass beads attached to 2 stripes of cotton.,Household Textiles,Antimacassar,1929,1900,Unknown
712,2017.4046,Unknown,Hill House / Library,"A black and white photograph of Charles Rennie Mackintosh, half length, in a dark stained wooden frame with a fitted clear glass.",Photography,Photographic Print,1929,1900,Unknown
713,2017.4047.1,Unknown,Hill House / Library,One of a set of two machinemade cream cotton curtains with black piping.,Household Textiles,Curtain,1929,1900,Unknown
714,2017.4047.2,Unknown,Hill House / Library,One of a set of two machinemade cream cotton curtains with black piping.,Household Textiles,Curtain,1929,1900,Unknown
715,2017.4048,"Martin, Alex",Hill House / Library,"An ebony and sycamore mantel clock designed by Charles Rennie Mackintosh. The clock has a rectangular face with a circular dial inset with bone inlays, Roman numerals painted in white and white metal hands. The face of the clock stands on a slatted rectangular column and a flat rectangular base.  There is a door on the back of the face with a round wooden handle to reach the internal mechanism.",Furniture and Furnishings,Mantel Clock,1905,1905,Unknown
716,2017.4051,"Mackintosh, Charles Rennie",Hill House / Main Stair,"An alcove (or ingle) in dark stained pine designed by C. R. Mackintosh. The alcove consists of a fitted seat and an upholstered back. The  cover of the back is hessian, on the seat there is a wooden lid attached  with metal hinges.",Furniture and Furnishings,Alcove,1929,1900,Unknown
717,2017.4055,Unknown,Hill House / Attic,A rectangular rug with a blue ground and red geometric lines dotted with light green squares.,Miscellaneous,Rug,1929,1900,Unknown
718,2017.406,"Mackintosh, Charles Rennie",Hill House / Attic,"A semi-circle piece of carpet with a dark green ground woven with three pink, brown and red rectangular medallions along the straight edge. The carpet has a plain border with light green stepped stripes.",Miscellaneous,Carpet,1910,1900,Unknown
719,2017.4061,Unknown,Hill House / Bathroom,A pale beige soft sea sponge with an oval shape.,Toiletry,Sponge,1929,1900,Unknown
720,2017.4062,Unknown,Hill House / Bathroom,A beige loofah sponge in a cyclindrical shape with flat edges.,Toiletry,Loofah,1929,1900,Unknown
721,2017.4063,Unknown,Hill House / Bathroom,A wooden shower brush with a long flat handle and an oval head. The head has glued synthetic cream coloured bristles.,Toiletry,Brush,1929,1900,Unknown
722,2017.4068,Unknown,Hill House / Daughter's Bedroom,A rectangular fragment of carpet with one edge cut off diagonally. The carpet has a grey ground with a white square pattern and four pink squares in the centre.,Miscellaneous,Carpet,1929,1900,Unknown
723,2017.4069,"MacDonald, Margaret",Hill House / Daughter's Bedroom,An Antimacassar in green velvet with black ribbon detail and blue bead decoration on a backing of green glazed cotton with striped weave. Of the original seven blue beads only two remain. The Antimacassar has an oval shape that broadens at the top.,Needlework and Tapestries,Antimacassar,1929,1900,Unknown
724,2017.407,"MacDonald, Margaret",Hill House / Daughter's Bedroom,An Antimacassar in green velvet with black ribbon detail and blue bead decoration on a backing of green glazed cotton with striped weave. On the front there are seven oval blue glass beads. The Antimacassar has an oval shape that broadens at the top.,Needlework and Tapestries,Antimacassar,1929,1900,Unknown
725,2017.4071,"MacDonald, Margaret",Hill House / Daughter's Bedroom,An Antimacassar in green velvet with black ribbon detail and blue bead decoration on a backing of green glazed cotton with striped weave. Of the original seven blue beads only three remain. The Antimacassar has an oval shape that broadens at the top.,Needlework and Tapestries,Antimacassar,1929,1900,Unknown
726,2017.4072,"Mackintosh, Charles Rennie",Hill House / Daughter's Bedroom,A metal key for the library cupboard designed by C. R. Mackintosh with an oval shaped handle.,Miscellaneous,Key,1929,1900,Unknown
727,2017.4090.1,Unknown,Hill House / Attic,"One of a set of three black shag fabric floor mats, rectangular in shape with coarse brown fabric on the reverse and a white label which reads ""Pure New Wool Pile"" stitched into the mat.",Miscellaneous,Mat,1929,1900,Unknown
728,2017.4090.2,Unknown,Hill House / Attic,"One of a set of three black shag fabric floor mats, rectangular in shape with coarse brown fabric on the reverse and a white label which reads ""Pure New Wool Pile"" stitched into the mat.",Miscellaneous,Mat,1929,1900,Unknown
729,2017.4090.3,Unknown,Hill House / Attic,"One of a set of three black shag fabric floor mats rectangular in shape with coarse brown fabric on the reverse and a white label which reads ""Pure New Wool Pile"" stitched into the mat.",Miscellaneous,Mat,1929,1900,Unknown
730,2017.4091,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,A green polyester velvet curtain with woven green stripe within the fabric. Machine stitched but evidence of having been taken up at one point as the bottom hem is roughly handstitched. At the top of the reverse side are press studs on a newer thick  cream cotton band with herringbone pattern. Above this is the original machine woven green band with loops for hooks. Two clear plastic tear drop like hooks are still attached to the loops.,Household Textiles,Curtain,1929,1900,Unknown
731,2017.4092,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 5,A long rectangular sheet in cream cotton that is possibly half of its original size as one side is completely unhemmed and cut/torn. There is evidence of darning near the middle of the object. Machine stitched in cream thread.,Household Textiles,Sheet,1929,1900,Unknown
732,2017.4093.1,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,"A long curtain in slightly stiffened cream cotton with the brass circle hoops attached. The hoops are attached at the side, possibly indicating that the curtain was placed by the ceiling. Machine stitched. Part of a set of two.",Household Textiles,Curtain,1929,1900,Unknown
733,2017.4093.2,Unknown,Hill House / Upper Hall / Linen Cupboard B / Drawer 4,"A long curtain in slightly stiffened cream cotton with the brass circle hoops attached. The hoops are attached at the side, possibly indicating that the curtain was placed by the ceiling. Machine stitched. Part of a set of two.",Household Textiles,Curtain,1929,1900,Unknown
