object_number,record_type,number_of_parts,object_category,object_name,title,description,material.part,condition.part,creator,creator.qualifier,creator.role,production.place,production.period,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,part_of_reference,parts_reference,current_location
2017.4029,single object,1,"Cooking, Dining and Drinking",Spoon,,Wooden spoon with round handle with a round end and a rounded flat bowl.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Butler's Pantry
2017.403,single object,1,"Cooking, Dining and Drinking",Butter Scoop,,A wooden curved butter scoop with a flat handle and a corrugated surface.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Butler's Pantry
2017.4031,single object,1,"Cooking, Dining and Drinking",Bowl,,A round clear glass bowl with scalloped edges and a tear shaped relief decoration.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Butler's Pantry
2017.4033,single object,1,Furniture and Furnishings,Cupboard,,"A fitted unit made of wood painted in pale green. The top portion of the unit  is a china rack which divides in to three sections with three shelves each. The vertical panels dividing the sections have a cut out tear drop decoration. The bottom portion consists of a work bench made of unvarnished wood, and has four drawers with metal handles and a shelf running along the botttom.",Cupboard,,"Mackintosh, Charles Rennie",,Designer,,Early 20th century,1900,,1929,,,,Hill House / Kitchen
2017.4034,single object,1,Furniture and Furnishings,Wall Cupboard,,A square wall cupboard made of wood and painted light green. The cupboard consists of two cabinets with two doors each and three shelves in each cabinet. The doors have three vertical glass panels each.,,,,,,,,,,,,,,Hill House / Kitchen
2017.4035.1,single object,1,"Cooking, Dining and Drinking",Jug,,"White ceramic jug with oval body, scalloped edge, curved handle and raised foot. Decorated with painted pink roses and gold flourishes.",,,,,,,Early 20th century,1900,,1929,,2017.4035,,Hill House / Kitchen / Cupboard 2017.4034
2017.4035.2,single object,1,"Cooking, Dining and Drinking",Jug,,"White ceramic jug with oval body, scalloped edge, curved handle and raised foot. Decorated with painted violets and gold flourishes.",,,,,,,Early 20th century,1900,,1929,,2017.4035,,Hill House / Kitchen / Cupboard 2017.4034
2017.4036,single object,1,"Cooking, Dining and Drinking",Serving Dish,,An oval ceramic serving dish with curved edges. The dish has a blue botanical decoration around the edges on white ground and an asian scene in the middle.,,,,,,,19th century,1800,,1899,,,,Hill House / Butler's Pantry
2017.4037,single object,1,"Cooking, Dining and Drinking",Jug,,"A cream ceramic jug with a tapered neck, conic body and looped handle. The rim of the jug is painted green and there is a painted floral and fern decoration on the front. The inside of the jug is a terracotta colour.",,,,,,,19th century,1800,,1899,,,,Hill House / Kitchen / Cupboard 2017.4034
2017.4038,single object,1,Furniture and Furnishings,Lamp,,A floor lamp decorated in the Art Nouveau manner. The circular domed base is painted with flowers and butterflies on a black ground within a gold and black striped border. The base of the baluster and the column are similarly decorated. The lamp stands on three pad feet and is fitted for electricity. The cone shade is made from cream fabric.,Lamp,,,,,,Early 20th century,1920,,1920,,,,Hill House / Dining Room
2017.4039,single object,1,Decorative Arts,Vase,,A fluted ceramic vase  with a round base and a raised rim. The vase has blue decoration of asian isnpiration  on white ground and a blue rim.,,,,,,,19th century,1800,,1899,,,,Hill House / Lower Hall
2017.404,single object,1,Furniture and Furnishings,Bookcase,,"A fitted bookcase unit designed by Charles Rennie Mackintosh made of dark painted wood and vertical panels at the back. The top part is composed of three shelves divided by a middle vertical panel and the bottom part comprises four cupboards, all with two doors except one that has one door only.",,,"Mackintosh, Charles Rennie",,Designer,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4041,single object,1,Furniture and Furnishings,Side Cabinet,,A side cabinet made of dark painted wood designed by Charles Rennie MacKintosh which is fitted to the wall.  The top part of the cabinet has a top shelf connected to a work top divided in three by triangular wooden panels. On either end of the top part there is a square cupboard with two doors with square glass panels. The bottom part of the cabinet has two cupboards with two doors each and a metal square locker fitted to each of the doors. At one end of the side cabinet there are twelve square compartments and on the side there are nine square compartments.,,,"Mackintosh, Charles Rennie",,Designer,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4042,single object,1,Furniture and Furnishings,Armchair,,"A square-backed armchair with curved back with multiple spindles, woven wicker seat and square tapering legs which are joined by stretchers.",,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4043,single object,1,Fire and Fireplace,Poker,,A white metal fire poker with a multifaceted and doomed end.,,,,,,,,,,,,,,Hill House / Drawing Room
2017.4044,single object,1,Household Textiles,Antimacassar,,"Copy of an antimacassar designed by Margaret MaDonald consisting of two rectangles joined togehter  by two ribbons to hang over the back of the settee, black background with white spot, centre portion brown background with black spot, and ying and yang motif in the centre, formed from cotton and silk knots with applique cotton, satin and velvet, silk and satin ribbon, silk braid tacked onto loose weave cotton mount and on cream cotton covered board, mounted on cream fabric board.",,,"MacDonald, Margaret",,Designer,,,,,,,,,Hill House / Drawing Room
2017.4045.1,single object,1,Household Textiles,Antimacassar,,One of a  set of two copies of antimacassar designed by Margaret Macdonald consisting of a padded oval shape covered in green velvet with geometrical silk decoration with blue oval glass beads attached to 2 stripes of cotton.,,,"MacDonald, Margaret",,Designer,,Early 20th century,1900,,1929,,2017.4045,,Hill House / Drawing Room
2017.4045.2,single object,1,Household Textiles,Antimacassar,,One of a  set of two copies of antimacassar designed by Margaret Macdonald consisting of a padded oval shape covered in green velvet with geometrical silk decoration with blue oval glass beads attached to 2 stripes of cotton.,,,"MacDonald, Margaret",,Designer,,Early 20th century,1900,,1929,,2017.4045,,Hill House / Drawing Room
2017.4045.3,single object,1,Household Textiles,Antimacassar,,One of a  set of two copies of antimacassar designed by Margaret Macdonald consisting of a padded oval shape covered in green velvet with geometrical silk decoration with blue oval glass beads attached to 2 stripes of cotton.,,,"MacDonald, Margaret",,Designer,,Early 20th century,1900,,1929,,2017.4045,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4046,single object,1,Photography,Photographic Print,,"A black and white photograph of Charles Rennie Mackintosh, half length, in a dark stained wooden frame with a fitted clear glass.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Library
2017.4047.1,single object,1,Household Textiles,Curtain,,One of a set of two machinemade cream cotton curtains with black piping.,,,,,,,Early 20th century,1900,,1929,,2017.4047,,Hill House / Library
2017.4047.2,single object,1,Household Textiles,Curtain,,One of a set of two machinemade cream cotton curtains with black piping.,,,,,,,Early 20th century,1900,,1929,,2017.4047,,Hill House / Library
2017.4048,single object,,Furniture and Furnishings,Mantel Clock,,"An ebony and sycamore mantel clock designed by Charles Rennie Mackintosh. The clock has a rectangular face with a circular dial inset with bone inlays, Roman numerals painted in white and white metal hands. The face of the clock stands on a slatted rectangular column and a flat rectangular base.  There is a door on the back of the face with a round wooden handle to reach the internal mechanism.",,,"Martin, Alex",,Maker,,Early 20th century,1905,,1905,,,,Hill House / Library
2017.4051,single object,1,Furniture and Furnishings,Alcove,,"An alcove (or ingle) in dark stained pine designed by C. R. Mackintosh. The alcove consists of a fitted seat and an upholstered back. The  cover of the back is hessian, on the seat there is a wooden lid attached  with metal hinges.",,,"Mackintosh, Charles Rennie",,Designer,,Early 20th century,1900,,1929,,,,Hill House / Main Stair
2017.4055,single object,1,Miscellaneous,Rug,,A rectangular rug with a blue ground and red geometric lines dotted with light green squares.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
2017.406,single object,1,Miscellaneous,Carpet,,"A semi-circle piece of carpet with a dark green ground woven with three pink, brown and red rectangular medallions along the straight edge. The carpet has a plain border with light green stepped stripes.",,,"Mackintosh, Charles Rennie",,,,Early 20th century,1900,,1910,,,,Hill House / Attic
2017.4061,single object,1,Toiletry,Sponge,,A pale beige soft sea sponge with an oval shape.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Bathroom
2017.4062,single object,1,Toiletry,Loofah,,A beige loofah sponge in a cyclindrical shape with flat edges.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Bathroom
2017.4063,single object,1,Toiletry,Brush,,A wooden shower brush with a long flat handle and an oval head. The head has glued synthetic cream coloured bristles.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Bathroom
2017.4068,single object,1,Miscellaneous,Carpet,,A rectangular fragment of carpet with one edge cut off diagonally. The carpet has a grey ground with a white square pattern and four pink squares in the centre.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Daughter's Bedroom
2017.4069,single object,1,Needlework and Tapestries,Antimacassar,,An Antimacassar in green velvet with black ribbon detail and blue bead decoration on a backing of green glazed cotton with striped weave. Of the original seven blue beads only two remain. The Antimacassar has an oval shape that broadens at the top.,,,"MacDonald, Margaret",,Maker,,Early 20th century,1900,,1929,,,,Hill House / Daughter's Bedroom
2017.407,single object,1,Needlework and Tapestries,Antimacassar,,An Antimacassar in green velvet with black ribbon detail and blue bead decoration on a backing of green glazed cotton with striped weave. On the front there are seven oval blue glass beads. The Antimacassar has an oval shape that broadens at the top.,,,"MacDonald, Margaret",,Maker,,Early 20th century,1900,,1929,,,,Hill House / Daughter's Bedroom
2017.4071,single object,1,Needlework and Tapestries,Antimacassar,,An Antimacassar in green velvet with black ribbon detail and blue bead decoration on a backing of green glazed cotton with striped weave. Of the original seven blue beads only three remain. The Antimacassar has an oval shape that broadens at the top.,,,"MacDonald, Margaret",,Maker,,Early 20th century,1900,,1929,,,,Hill House / Daughter's Bedroom
2017.4072,single object,1,Miscellaneous,Key,,A metal key for the library cupboard designed by C. R. Mackintosh with an oval shaped handle.,,,"Mackintosh, Charles Rennie",,Designer,,Early 20th century,1900,,1929,,,,Hill House / Daughter's Bedroom
2017.4090.1,single object,1,Miscellaneous,Mat,,"One of a set of three black shag fabric floor mats, rectangular in shape with coarse brown fabric on the reverse and a white label which reads ""Pure New Wool Pile"" stitched into the mat.",,,,,,,Early 20th century,1900,,1929,,2017.409,,Hill House / Attic
2017.4090.2,single object,1,Miscellaneous,Mat,,"One of a set of three black shag fabric floor mats, rectangular in shape with coarse brown fabric on the reverse and a white label which reads ""Pure New Wool Pile"" stitched into the mat.",,,,,,,Early 20th century,1900,,1929,,2017.409,,Hill House / Attic
2017.4090.3,single object,1,Miscellaneous,Mat,,"One of a set of three black shag fabric floor mats rectangular in shape with coarse brown fabric on the reverse and a white label which reads ""Pure New Wool Pile"" stitched into the mat.",,,,,,,Early 20th century,1900,,1929,,2017.409,,Hill House / Attic
2017.4091,single object,1,Household Textiles,Curtain,,A green polyester velvet curtain with woven green stripe within the fabric. Machine stitched but evidence of having been taken up at one point as the bottom hem is roughly handstitched. At the top of the reverse side are press studs on a newer thick  cream cotton band with herringbone pattern. Above this is the original machine woven green band with loops for hooks. Two clear plastic tear drop like hooks are still attached to the loops.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4092,single object,1,Household Textiles,Sheet,,A long rectangular sheet in cream cotton that is possibly half of its original size as one side is completely unhemmed and cut/torn. There is evidence of darning near the middle of the object. Machine stitched in cream thread.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard B / Drawer 5
2017.4093.1,single object,1,Household Textiles,Curtain,,"A long curtain in slightly stiffened cream cotton with the brass circle hoops attached. The hoops are attached at the side, possibly indicating that the curtain was placed by the ceiling. Machine stitched. Part of a set of two.",,,,,,,Early 20th century,1900,,1929,,2017.4093,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4093.2,single object,1,Household Textiles,Curtain,,"A long curtain in slightly stiffened cream cotton with the brass circle hoops attached. The hoops are attached at the side, possibly indicating that the curtain was placed by the ceiling. Machine stitched. Part of a set of two.",,,,,,,Early 20th century,1900,,1929,,2017.4093,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4094.1,single object,1,Household Textiles,Curtain,,One of a set of three slightly stiffened cream cotton curtains with black cotton piping machine stitched with cream thread. The brass hooks are still attached to the top of the curtains. It is possible that these are early copies.,,,,,,,,,,,,2017.4094,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4094.2,single object,1,Household Textiles,Curtain,,One of a set of three slightly stiffened cream cotton curtains with black cotton piping machine stitched with cream thread. The brass hooks are still attached to the top of the curtains. It is possible that these are early copies.,,,,,,,Early 20th century,1900,,1929,,2017.4094,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4094.3,single object,1,Household Textiles,Curtain,,One of a set of three slightly stiffened cream cotton curtains with black cotton piping machine stitched with cream thread. The brass hooks are still attached to the top of the curtains. It is possible that these are early copies.,,,,,,,Early 20th century,1900,,1929,,2017.4094,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4095.1,single object,1,Household Textiles,Curtain,,One of a set of three very long curtains in cream cotton. The loops have been removed and the stitching remains at the top of the curtain. Machine stitched. A pink paper dry cleaning label is attached with a plastic kimble.The number printed on it reads: '8368'.,,,,,,,Early 20th century,1900,,1929,,2017.4095,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4095.2,single object,1,Household Textiles,Curtain,,One of a set of three very long curtains in cream cotton. The loops have been removed and the stitching remains at the top of the curtain. Machine stitched. A pink paper dry cleaning label is attached with a plastic kimble.The number printed on it reads: '8368'.,,,,,,,Early 20th century,1900,,1929,,2017.4095,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4095.3,single object,1,Household Textiles,Curtain,,One of a set of three very long curtains in cream cotton. The loops have been removed and the stitching remains at the top of the curtain. Machine stitched. A pink paper dry cleaning label is attached with a plastic kimble.The number printed on it reads: '8368'.,,,,,,,Early 20th century,1900,,1929,,2017.4095,,Hill House / Upper Hall / Linen Cupboard B / Drawer 4
2017.4097,single object,1,,Writing Desk,,A rectangular writing desk made of stained wood. The frame around the desk has a solid back panel and the two side panels have slats. The desk has two drawers with brass oblong shaped handles. The table is supported by four tapering legs.,,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4098,single object,1,Furniture and Furnishings,Wardrobe,,"A wardrobe/chest of drawers from Liberty of London.  On the left hand side there is a rectangular wardrobe with mirror front. On the right hand side there is a back panel with two shelves and underneath a set of two drawers and one long drawer which also runs underneath the wardrobe. Made of dark stained wood, the wardrobe and drawers have round looped brass handles. A white label in the top drawer has ""Liberty & Co London"" in black text.",,,Liberty & Co.,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4099,single object,1,Furniture and Furnishings,Bedside Table,,"A bedside table made of stained wood, which has a square top with rectangular body. There is one drawer with an oblong brass handle and one cabinet with oblong brass handle. It is supported by four legs with squared edges.",,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4100.1,single object,1,Furniture and Furnishings,Bed,,One of a set. A single bed made of dark stained wood. The head board and foot board have rectangular slats and a lighter colour wood panel in the centre of each splat.  The corner of each board has a rectangular flat top.,,,,,,,20th century,1900,,1999,,2017.41,,Holidays / Hill House
2017.4100.2,single object,1,Furniture and Furnishings,Bed,,One of a set. A single bed made of dark stained wood. The head board and foot board have rectangular slats and a lighter colour wood panel in the centre of each splat. The corner of each board has a rectangular flat top.,,,,,,,20th century,1900,,1999,,2017.41,,Holidays / Hill House
2017.4101,single object,1,Furniture and Furnishings,Towel Rail,,"A wooden, rectangular towel rail with four rails. The two sides have a cut out floral motif decoration at the top and bottom. The top of the rail has been carved into a curved shape and the frame is attached by a single rectangular stretcher.",,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4102.1,single object,1,Furniture and Furnishings,Bed,,"One of a set. A single bed made of dark wood and rectangular in shape with a head board and a foot board. The head board is raised higher than the foot board. Both boards have two groups of three rectangular splats with a group of four splats in the middle and one flat stretcher across the top of the board. The bed is supported by four legs which narrow towards the bottom, and by slats underneath.",,,,,,,20th century,1900,,1999,,2017.4102,,Holidays / Hill House
2017.4102.2,single object,1,Furniture and Furnishings,Bed,,"One of a set. A single bed, made of dark wood and rectangular in shape, with a head board and foot board. The head board is raised higher than the foot board.  Both have two groups of three rectangular splats with a group of four rectangular splats in the middle and one flat stretcher across the top. The bed is supported by four legs which narrow towards the bottom, and by slats underneath.",,,,,,,20th century,1900,,1999,,2017.4102,,Holidays / Hill House
2017.4103,single object,1,Furniture and Furnishings,Towel Rail,,A towel rail made of dark stained wood.  The two supporting sides have lighter wood details in the shape of squares and a long line. The top and bottom of the two supporting sides have curved edges. There are six rails and one supporting stretcher at the bottom.,,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4104,single object,1,Furniture and Furnishings,Bench,,"A wooden bench which is rectangular in shape. It has a plain back with flat top. The two arm rests curve in the middle and have been carved to a triangular slant. The bench is supported by a solid board at the two sides and back, and there is a curved support underneath.",,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4105,single object,1,Furniture and Furnishings,Wardrobe,,"A rectangular wardrobe made of light stained wood.  It has a black geometric painted design of lines and fans, and a floral motif. One cupboard has a mirror front with a brass handle which is round with pointed edges. The second  cupboard has a brass looped handle and lock and key. The four sets of drawers each have brass looped handles .",,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4106,single object,1,Furniture and Furnishings,Bedside Table,,A wood bedside table with a square top and rectangular body. It is decorated with a painted floral motif of leaves and diamonds on the body and the top of the table. It has a triangular brass handle.,,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4107,single object,1,Furniture and Furnishings,Bed,,A brass bed with head board and foot board. The brass slats on each board have rounded tops and the top corners have large rounded finials. The bed rests on four legs with metal castors.,,,,,,,,,,,,,,Holidays / Hill House
2017.4108,single object,1,Furniture and Furnishings,Dressing Table,,A dressing table made of light wood with a central oval mirror flanked by a set of two drawers on either side. The table has two front drawers with two rounded finials on each. The table is decorated with black geometric lines and it is supported by four turned legs which are tapered in the middle and sit on four ceramic castors.,,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4109,single object,1,Furniture and Furnishings,Towel Rail,,A towel rail made of dark stained wood with four rails. The sides are rectangular and taper to the bottom. The cut out sides have a central splat and are supported by rectangular stretcher.,,,,,,,,,,,,,,Holidays / Hill House
2017.411,single object,1,Furniture and Furnishings,Table,,A bedside table with a square top and rectangular body. Decorated with a painted floral motif of leaves and diamonds on the body and a raised rim around the top.,,,,,,,20th century,1900,,1999,,,,Holidays / Hill House
2017.4111,single object,1,Toiletry,Box,,A brush box in red crocodile skin with a metal buckle on the front to fasten the front flap.,,,,,,,Mid-20th century,1900,,1929,,,,Hill House / Dressing Room / Chest of Drawers
2017.4117,single object,1,Fire and Fireplace,Fire Guard,,A steel and metal mesh fire guard with rounded corners. There are four thin straight legs which bends at the bottom into a foot. The feet are attached by rivets on the front of the fire guard.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / White Bedroom
2017.412,single object,1,Household Textiles,Bedspread,,A large cream linen bedspread made of three panels machine sewn together.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / White Bedroom
2017.4121.1,single object,1,Household Textiles,Panel,,"One of a set of two panels made in the Mackintosh style to hang at each side of the bed with a cotton back. At the top is a pink cotton panel, the middle consists of a cream cotton panel and at the bottom a black cotton panel. There is a border in gold synthetic material. The stylised image depicts a woman in purple facing to the left with a hand drawn face made from white kid leather and a gold halo in a mesh like material. Handstitched.",,,,,,,Early 20th century,1900,,1929,,2017.4121,,Hill House / White Bedroom
2017.4121.2,single object,1,Household Textiles,Panel,,"One of a set of two panels made in the Mackintosh style to hang at each side of the bed with a cotton back. At the top is a pink cotton panel, the middle consists of a cream cotton panel and at the bottom a black cotton panel. There is a border in gold synthetic material. The stylised image depicts a woman in purple facing to the left with a hand drawn face made from white kid leather and a gold halo in a mesh like material. Handstitched.",,,,,,,Early 20th century,1900,,1929,,2017.4121,,Hill House / White Bedroom
2017.4122.1,single object,1,Miscellaneous,Wallpaper,,"One of two strips of wallpaper from the right hand side of the Night Nursery window, which were found in November 1997. Cream ground with orange weave type pattern.",,,,,,,Early 20th century,1900,,1929,,2017.4122,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2017.4122.2,single object,1,Miscellaneous,Wallpaper,,"One of two strips of wallpaper from the right hand side of the Night Nursery window, which were found in November 1997. Cream ground with orange weave type pattern.",,,,,,,Early 20th century,1900,,1929,,2017.4122,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2017.4123,single object,2,"Paintings, Drawings and Prints",Painting,In the Garden of the Hill House,"A watercolour by Jane Younger entitled: 'In the Garden of the Hill House', signed with monogram. Colourful watercolour of the garden and plants at the Hill House in a brass coloured frame which has a mottled effect. Sticker on the back by framer shows that it was framed by Jon Gibson, 112 Bothwell Street, Glasgow.",,,"Younger, Jane",,Artist,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2017.4124,single object,1,"Cooking, Dining and Drinking",Tea Cosy,,A tapered embroidered tea cosy with stylised flowers and blue triangle outlines with padded orange cotton lining.  Green spherical plastic beads are sewn on all over the tea cosy. The tea cosy is machine stitched.,,,,,,,Mid-20th century,1930,,1969,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2017.4125,single object,1,Miscellaneous,Key,,A silvered stirrup key designed by Charles Rennie Mackintosh and is used to open the writing desk in the Library.,,,"Mackintosh, Charles Rennie",,Designer,,Early 20th century,1900,1903,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2017.4126.3,single object,1,"Paintings, Drawings and Prints",Drawing,,A black and white handdrawn print by William McClymont of the front of the Hill House before the landscaping of the gardens. Mounted in off-white and grey card and framed in a wooden frame.,Drawing,,William McClymont,,Artist,,,,,,,2017.4126,,Hill House / Upper Hall / Linen Cupboard A / Shelf 4
2017.4127,single object,1,"Paintings, Drawings and Prints",Drawing,,"Two drawings mounted in one frame. They are the designs for the 'House at Helensburgh for W.W. Blackie Esq.', portraying the North elevation & the South elevation both inscribed ""North elevation and South elevation"". Pencil, grey & blue wash, inscribed & dated ""Glasgow, July 1902' and 'House at Helensburgh for W.W. Blackie Esq.'",Drawing,,,,,,Late 20th century,1900,1902-07,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4129,single object,1,Household Textiles,Carpet,,A fragment of plain grey carpet.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4130.1,single object,1,Costume,Feather,,One of two sets of 4 brown ostrich feathers tied together with white thread.,,,,,,,Early 20th century,1900,,1929,,2017.413,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4130.2,single object,1,Costume,Feather,,One of two sets of 4 brown ostrich feathers tied together with white thread.,,,,,,,Early 20th century,1900,,1929,,2017.413,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4131,single object,1,Costume,Feather,,A large white single ostrich feather.,,,,,,,,,,,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.1,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.2,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.3,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.4,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.5,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.6,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.7,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4133.8,single object,1,Furniture and Furnishings,Fragment,,A fragment of hessian material from the Drawing Room seat.,,,,,,,Early 20th century,1900,1884,1929,,2017.4133,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4134,single object,1,Household Textiles,Towel,,A white linen towel with two frayed edges. There is an all over diamond and weave pattern. 'P.H.D. 1884' is stitched at one end in red thread.,,,,,,,Late 19th century,1900,1884,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4135,single object,1,Household Textiles,Towel,,A white linen towel with two frayed edges. There is an all over diamond and weave pattern. 'P.H.D. 1884' is stitched at one end in red thread.,,,,,,,Late 19th century,1900,1884,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4136,single object,1,Household Textiles,Towel,,A white linen towel with two frayed edges. There is an all over diamond and weave pattern. 'P.H.D. 1884' is stitched at one end in red thread.,,,,,,,Late 19th century,1900,1884,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4137,group,20,Miscellaneous,Wallpaper,,"A group of 20 fragments of wallpaper. A group of 11 fragments  in cream with Mackintosh pink roses and lines in green from the bedroom plus an envelope of small fragments.  A group 9 fragments of wallpaper from the bedroom, mostly cream, with a couple of pieces having green lines printed on them.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4138.1,single object,1,Household Textiles,Sample,,A sample of Charles Rennie Mackintosh design in linen. Brown ground with all over pink Mackintosh rose with green centre.,,,,,,,,,,,,2017.4138,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4138.2,single object,1,Household Textiles,Sample,,A sample of Charles Rennie Mackintosh design in linen. Green ground with all over pink Mackintosh rose with green centre.,,,,,,,,,,,,2017.4138,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4138.3,single object,1,Household Textiles,Sample,,A sample of Charles Rennie Mackintosh design in linen. The design consists of a repeat pattern of stained glass with Mackintosh pink rose and lattice squares mainly in pink and blue.,,,,,,,,,,,,2017.4138,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4138.4,single object,1,Household Textiles,Sample,,A sample of Charles Rennie Mackintosh design in linen. The design consists of a repeat pattern of stained glass with Mackintosh pink rose and lattice squares mainly green and purple.,,,,,,,,,,,,2017.4138,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4139,single object,1,Miscellaneous,Ribbon,,"A long piece of wine red ribbon, possibly in cotton. Both ends have been cut.",,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2017.4141,single object,1,Household Textiles,Towel,,A square starched white linen damask napkin with lined and geometric shaped patterns. Machine hemmed on two sides.Printed 'K. M. Kerr' and 'K2' laundry labels sewn into one corner beside illegible handwritten laundry label in blue ink.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2017.4142,single object,1,Household Textiles,Towel,,A square starched white linen damask napkin with a foliage border and inner pattern. Illegible handwritten laundry label in blue ink in one corner.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2017.4149,single object,1,Household Textiles,Tray Cloth,,A white linen tray cloth with lattice type machine lace border with scalloped edges. The inside border is of machine embroidered floral pattern underneath a single openwork border line.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2017.4151,single object,1,Miscellaneous,Sink,,A large white ceramic rectangular sink with a slightly moulded lip and rounded corners and two metal taps.,,,,,,,Early 20th century,1900,,1929,,,,Hill House / Attic
